LEN,20120210,-0.022325
LEN,20120323,-0.024119
LEN,20120327,0.027273
VIAB,20120202,-0.034703
VIAB,20120203,0.022060
M,20120221,0.037793
NVDA,20120125,-0.026774
NVDA,20120213,0.025157
NVDA,20120216,-0.068646
YHOO,20120118,0.028516
YHOO,20120209,0.020279
LIFE,20120110,0.078546
LIFE,20120125,0.069753
LIFE,20120221,0.023084
LIFE,20120306,-0.022840
UNP,20120119,0.029048
UNP,20120306,-0.023825
JCP,20120105,-0.066457
AXP,20120120,-0.035721
